delta_v,delta_g,delta_h,p,v,g,h,f,c,cost,reward
-0.6428434841958339,0.21831444642811038,0.6645403692298357,100.0,49.357156515804164,52.183144464281106,53.822126751025394,24.510853226237572,201.6502582274411,275.1828179061538,-275.1828179061538
-0.8303308652257377,-0.20540603372895716,0.9013837970172021,100.0,48.526825650578424,50.129084126991536,59.00646660913376,24.390109831226102,196.92109074370327,270.0914202373816,-270.0914202373816
0.17454256870354334,-0.445951656527221,0.24079214143699113,100.0,48.70136821928197,45.669567561719326,60.39139087835405,23.84068315381799,202.2015380414478,273.72358750290175,-273.72358750290175
0.9788737884582008,0.5182247573573575,0.8418902847482093,100.0,49.68024200774017,50.8518151352929,65.23355175790118,21.409816844232818,209.55431750114045,273.7837680338389,-273.7837680338389
0.11174235023353263,-0.08447822362159263,-0.5315149090920901,100.0,49.7919843579737,50.007032899076975,62.17652550836856,23.391729258405665,205.56637121438385,275.74155898960083,-275.74155898960083
0.5104046914149643,0.8882053647455574,-0.042585628513315044,100.0,50.302389049388665,58.88908654653255,61.931592803770634,17.73007514608689,204.32788577872205,257.51811121698273,-257.51811121698273
-0.12101499667463922,0.2582263187885956,-0.13564930772053008,100.0,50.18137405271403,61.47134973441851,61.15140115281407,17.031376817793692,205.24448462385493,256.338615077236,-256.338615077236
0.47260740484554153,0.23219440526028579,0.7032392311578086,100.0,50.65398145755957,63.79329378702137,65.19610573696728,16.76684709146198,205.7594199490061,256.059961223392,-256.059961223392
-0.883099038866922,0.5454244659283944,-0.249749792917215,100.0,49.77088241869264,69.24753844630531,63.75966122769204,13.16648559290141,195.21061634504602,234.71007312375025,-234.71007312375025
0.9861355678626749,-0.21690942192595397,-0.5004195574312427,100.0,50.75701798655532,67.07844422704578,60.8814809609147,14.851792701480052,191.71743554056852,236.27281364500868,-236.27281364500868
-0.3032207398560349,-0.9620623903820937,-0.445447995441991,100.0,50.45379724669928,57.45782032322484,58.31947152040074,19.509336839037335,204.36375920841917,262.89176972553116,-262.89176972553116
