delta_v,delta_g,delta_h,p,v,g,h,f,c,cost,reward
0.2802930611635053,-0.09257710775127137,0.874749320833905,100.0,50.280293061163505,49.074228922487286,55.03115075382911,32.87848747013045,198.0427367127796,296.67819912317094,-296.67819912317094
0.7383681050284931,0.6602582868044997,-0.04624070647938061,100.0,51.018661166192,55.676811790532284,54.765195742810015,19.745678078626717,195.3386594867918,254.57569372267196,-254.57569372267196
-0.2523801542788706,-0.36798046953784347,0.5402629635321694,100.0,50.76628101191313,51.99700709515385,57.87253672782455,20.791600075301805,197.75470408098465,260.12950430689006,-260.12950430689006
0.59327742600328,-0.2832343287692476,0.23130649293267758,100.0,51.35955843791641,49.16466380746137,59.202903963976745,21.55870687214603,204.54278723127032,269.2189078477084,-269.2189078477084
-0.41721404908826365,0.9076287182796907,0.29483111710192134,100.0,50.94234438882815,58.240950990258284,60.89863525719516,22.464226820644132,204.53069899225375,271.92337945418615,-271.92337945418615
-0.25014231920192453,0.5510207661939464,-0.8505595560101908,100.0,50.69220206962622,63.751158652197745,56.00661276632001,16.747019612353238,195.28285371117116,245.52391254823087,-245.52391254823087
0.7198497885976995,-0.5787366899119724,0.8398972617945664,100.0,51.41205185822392,57.96379175307802,60.8373107059176,18.297049901147194,205.11673765763646,260.007887361078,-260.007887361078
-0.8595938411952291,0.21835003541368625,0.6634268622352211,100.0,50.55245801702869,60.14729210721488,64.65303308323053,18.15225156838872,216.31245354344557,270.76920824861173,-270.76920824861173
-0.564233997502444,0.9326978376620607,0.7628604920089317,100.0,49.98822401952625,69.47427048383548,69.04065139630143,14.684685890135233,231.2415446337844,275.2956023041901,-275.2956023041901
0.0018608711017660262,-0.4611596020037616,-0.1522321041049972,100.0,49.99008489062802,64.86267446379787,68.16508322255915,15.289305081672746,230.57353419578124,276.4414494407995,-276.4414494407995
0.9428243962288776,-0.8761829678840616,-0.0451498910691186,100.0,50.9329092868569,56.10084478495726,67.90540207382598,22.50050413047072,242.43868860707886,309.94020099849104,-309.94020099849104
-0.21492668760389688,0.8187235523558205,-0.6419371864101584,100.0,50.717982599253,64.28808030851546,64.21327830488207,15.309060599703374,248.86073466004976,294.7879164591599,-294.7879164591599
-0.24801819853945029,-0.2367891471621364,-0.8697771690451248,100.0,50.46996440071355,61.9201888368941,59.210725052788,16.856774160894258,259.7045882798491,310.2749107625318,-310.2749107625318
-0.1233321731749939,-0.9732723985720286,-0.013669621590864711,100.0,50.34663222753856,52.187464851173814,59.132103754853325,24.19984012651392,268.5342001813417,341.1337205608835,-341.1337205608835
0.40946199355821,-0.9402946847380931,-0.436343937899317,100.0,50.75609422109677,42.78451800379288,56.62245661388944,23.56406041768429,270.4663124097942,341.1584936628471,-341.1584936628471
0.49627708261567194,-0.24148018744110766,0.8885165211994202,100.0,51.25237130371244,40.36971612938181,61.73278989332605,25.653764263120333,289.4449650934778,366.40625788283876,-366.40625788283876
0.046123360807792,0.21600160122063827,-0.9404538622489373,100.0,51.29849466452023,42.52973214158819,56.32373721354277,25.290912171217126,274.1155828088968,349.9883193225482,-349.9883193225482
-0.8417007886829828,-0.11767339435832147,-0.5711621279792314,100.0,50.45679387583724,41.352998198004975,53.03867862326925,27.83113374313857,264.556537546052,348.04993877546775,-348.04993877546775
-0.7441737977018184,0.9645438130814661,-0.9909158964741009,100.0,49.71262007813542,50.998436328819636,47.33939182099513,21.247151134747764,262.8946803090435,326.63613371328677,-326.63613371328677
-0.41129530449205265,-0.7333581975787851,-0.6323988482961036,100.0,49.30132477364337,43.664854353031785,43.70212813121888,25.720379587327155,247.34453841421288,324.50567717619435,-324.50567717619435
0.8831180315785396,-0.0068381596766866615,0.5630051612455114,100.0,50.18444280522191,43.596472756264916,46.94027164724896,22.423005096248584,221.9370601035094,289.2060753922551,-289.2060753922551
0.1324743764604599,0.9871483882019556,-0.6202463748992979,100.0,50.31691718168237,53.46795663828447,43.37290332547704,20.63594230967904,204.02134868430207,265.9291756133392,-265.9291756133392
-0.024978945946035447,0.4928390998171741,0.5309046992969997,100.0,50.29193823573633,58.39634763645621,46.42641993242127,19.974705682951456,185.51567199597181,245.43978904482617,-245.43978904482617
-0.1538384098806309,-0.8495961699767762,0.9044996298999826,100.0,50.138099825855704,49.90038593668845,51.628680610338975,29.232015175583214,188.54580084849434,276.241846375244,-276.241846375244
0.37577088144948023,-0.4553606729858526,-0.7484645480618515,100.0,50.51387070730519,45.34677920682992,47.32386106317324,29.15864506767768,200.28863605093733,287.76457125397036,-287.76457125397036
0.634728439491544,0.5818349905756866,-0.6909491488684036,100.0,51.148599146796734,51.16512911258679,43.349843309295025,21.483901454853793,215.2448405326296,279.69654489719096,-279.69654489719096
0.5923135206833754,0.7515425429236156,-0.7874442780132551,100.0,51.74091266748011,58.68055454182294,38.82083050692093,17.811786787182353,228.73162556762588,282.16698592917294,-282.16698592917294
0.250532680834495,0.416958908205572,0.6368459989239179,100.0,51.991445348314606,62.850143623878665,42.48367213622869,15.567916525844971,232.6873539204105,279.3911034979454,-279.3911034979454
0.8199908019774553,-0.562146654251519,-0.3787325665667556,100.0,52.81143615029206,57.22867708136347,40.3053787756057,18.396349484901585,251.3461091995357,306.53515765424044,-306.53515765424044
0.9865317945349328,0.032599866634492436,0.8416536257543776,100.0,53.79796794482699,57.554675747708394,45.14617850282398,19.464795963726058,247.1823161663432,305.5767040575214,-305.5767040575214
0.3890710372587307,0.18626972606101755,0.7429357499036215,100.0,54.187038982085724,59.41737300831857,49.41919897754799,15.781088208550202,233.86993288275443,281.213197508405,-281.213197508405
-0.5807618408008439,0.1516142118166992,-0.4455481926452929,100.0,53.60627714128488,60.93351512648556,46.85661324937891,16.711647017588138,241.9078253034531,292.0427663562175,-292.0427663562175
0.3616918832766449,-0.41537261740398845,-0.8018453806810246,100.0,53.96796902456152,56.77978895244568,42.244772010540466,28.116263522816443,265.38996737244275,349.73875794089207,-349.73875794089207
0.44902498972919713,0.3813459389881866,-0.6488121570474041,100.0,54.416994014290715,60.59324834232754,38.513106611920115,15.614009269263867,296.2221220702538,343.06414987804544,-343.06414987804544
0.4260301397538395,-0.08661978624235989,-0.8722078910497493,100.0,54.843024154044556,59.727050479903944,33.49657297875613,16.345994341458336,323.70049470082495,372.73847772519997,-372.73847772519997
-0.31870722612020463,-0.6655015727630167,0.6581022302329016,100.0,54.52431692792435,53.07203475227378,37.28167055228321,26.643448989245623,327.53733259677887,407.4676795645157,-407.4676795645157
-0.4104816574276182,-0.7124904753900863,-0.8111509880272088,100.0,54.113835270496736,45.947129998372915,32.61630779327947,22.77033199213419,329.43556456468633,397.7465605410889,-397.7465605410889
-0.7070272188565092,-0.5798406793957949,0.7753689630496261,100.0,53.406808051640226,40.148723204414964,37.07586900702693,29.59545212770951,335.87115444343374,424.65751082656226,-424.65751082656226
