delta_v,delta_g,delta_h,p,v,g,h,f,c,cost,reward
-0.2082911458677139,-0.08066637717265435,0.5431619160386056,100.0,49.79170885413229,49.19333622827346,53.12401440989261,28.673237331274482,202.5013585435903,288.5210705374137,-288.5210705374137
0.1455196201973925,-0.07166228522013784,0.7474894566793917,100.0,49.93722847432968,48.476713376072084,57.42322568549177,21.94556082191851,197.6923784106655,263.529060876421,-263.529060876421
0.21368753390475592,-0.1173970387972374,0.6868500513476266,100.0,50.15091600823443,47.30274298809971,61.37366733923422,21.96439465966522,200.5582027457704,266.45138672476605,-266.45138672476605
-0.8759849725160096,-0.5860847756777119,0.8832065100533502,100.0,49.274931035718424,41.44189523132259,66.45345990724172,25.828449979909788,210.39726516161613,287.8826151013455,-287.8826151013455
-0.6398663673944112,0.21089654485605225,0.009972237630992309,100.0,48.63506466832401,43.550860679883115,66.51081557437925,23.193794640581118,211.39609916539655,280.9774830871399,-280.9774830871399
-0.4490089938119475,0.3594694382374066,-0.7354212997594778,100.0,48.18605567451206,47.14555506225718,62.28101471767253,34.66392057766546,203.4430525022239,307.4348142352203,-307.4348142352203
-0.5707429911351896,0.6386606146053719,-0.524497641760691,100.0,47.61531268337687,53.532161208310896,59.26434852213861,23.131013271710074,198.4493017654822,267.8423415806124,-267.8423415806124
-0.8799324065812097,0.9798289170772063,-0.303815156016936,100.0,46.73538027679566,63.33045037908296,57.51694522062802,19.83098341411112,189.56810275531944,249.0610529976528,-249.0610529976528
0.25681425069370833,-0.6820564744027604,-0.20906363969558872,100.0,46.99219452748937,56.509885635055355,56.31450851859091,21.63344887394176,188.01832801795484,252.91867463978014,-252.91867463978014
-0.9134919180443675,-0.552241775702637,0.7520620471872896,100.0,46.078702609445,50.98746787802899,60.64001920549894,33.77651544631868,180.42296018859585,281.7525065275519,-281.7525065275519
-0.2849605591366189,0.2448783478524259,0.828348331615647,100.0,45.79374205030838,53.43625135655324,65.4042930766329,23.235233112800817,178.6737198581866,248.37941919658903,-248.37941919658903
-0.10219928998549088,0.8658549061946064,0.3050896197874795,100.0,45.69154276032289,62.094800418499304,67.15902650027927,20.154763638016377,185.44487385302514,245.9091647670743,-245.9091647670743
-0.3492905202801704,-0.5210121904802334,0.05550364270438646,100.0,45.34225224004272,56.88467851369697,67.47825760704507,20.499175026981103,195.78705260707954,257.28457768802286,-257.28457768802286
-0.18543751212929505,0.4784287435432797,-0.07503810201781969,100.0,45.15681472791342,61.66896594912976,67.04667338681045,18.841359649343705,206.7574954511969,263.281574399228,-263.281574399228
0.038991123078449874,-0.16434947146146683,0.32675363119165524,100.0,45.195805850991874,60.025471234515095,68.92600811589502,19.32665648952567,226.87409666761965,284.85406613619665,-284.85406613619665
-0.4347575615539201,-0.9003263924062215,-0.439288715670598,100.0,44.76104828943795,51.022207310452885,66.39942398446887,25.926350924667684,211.2161187629917,288.99517153699475,-288.99517153699475
0.12904587846420057,-0.7780323641709128,-0.7870043227260546,100.0,44.89009416790215,43.24188366874375,61.87294160003523,42.546555959829696,200.0515840310761,327.69125191056514,-327.69125191056514
0.11793919636361161,0.17969207896725203,0.2729106724075112,100.0,45.00803336426576,45.03880445841627,63.44259670294188,24.68741108294959,205.0483525369213,279.11058578577007,-279.11058578577007
0.34292251239679916,-0.7895179399547938,0.35893281142818756,100.0,45.35095587666256,37.14362505886834,65.50701109204869,29.31420993616106,211.3848047811591,299.3274345896423,-299.3274345896423
0.9210423863468307,0.7278097324255162,-0.8759368228072615,100.0,46.271998263009394,44.4217223831235,60.46903037984621,30.05536666747754,207.2465403012819,297.4126403037145,-297.4126403037145
0.10037774832264712,0.2633414161544001,0.1348953766418517,100.0,46.372376011332044,47.055136544667505,61.244885770317076,25.584142322500607,209.70507258773125,286.4574995552331,-286.4574995552331
0.24718993448722348,-0.20296395555215296,-0.010864387627556482,100.0,46.61956594581927,45.02549698914598,61.18239887184179,41.685237466525926,196.34512384747907,321.4008362470569,-321.4008362470569
0.9160410382049899,-0.12043646484358939,0.3792093501215217,100.0,47.535606984024255,43.821132340710086,63.363434469450674,37.466872869518404,180.1587255150816,292.55934412363683,-292.55934412363683
-0.7764493612962,0.42536537735941726,0.5910978239141884,100.0,46.759157622728054,48.07478611430426,66.76315389939842,24.818936126363486,168.08123457026232,242.53804294935279,-242.53804294935279
-0.8389050139656216,0.21988682791339098,-0.4989364801278473,100.0,45.92025260876243,50.27365439343817,63.89350360265392,24.301913843916807,144.60074703506208,217.5064885668125,-217.5064885668125
0.12196981084036707,0.7144518889553835,-0.33164489036638956,100.0,46.0422224196028,57.41817328299201,61.9860366284815,19.835880840229567,143.30128585748147,202.80892837817018,-202.80892837817018
-0.7869442820693326,-0.07406172442840186,-0.727643360918582,100.0,45.255278137533466,56.67755603870799,57.80097085407847,21.90584197954104,156.41427432316348,222.13180026178662,-222.13180026178662
0.22955304376874408,-0.431420955853864,-0.19232163993806717,100.0,45.48483118130221,52.363346480169355,56.694826338493556,25.201207384303018,168.21395360352665,243.8175757564357,-243.8175757564357
-0.9912841802304775,-0.4933724697861126,0.20764654948356287,100.0,44.49354700107173,47.42962178230823,57.889112597519535,27.834044062696538,179.7210323519081,263.2231645399977,-263.2231645399977
0.2012798321222462,-0.20538491533204284,0.7809092817339247,100.0,44.69482683319398,45.375772628987804,62.38053914440997,36.85287591760267,177.92606679778768,288.4846945505957,-288.4846945505957
0.5874820688820361,-0.06150504959866465,0.5208948461971594,100.0,45.28230890207602,44.76072213300116,65.37648373755604,44.10198728659301,187.226525444138,319.53248730391704,-319.53248730391704
0.4362950846013256,-0.8350676120519529,-0.9390672978465575,100.0,45.718603986677344,36.41004601248163,59.97540593054159,35.26485610992626,201.0982512746222,306.892819604401,-306.892819604401
-0.14991339206912602,-0.7322402242107584,-0.1858788005989045,100.0,45.56869059460822,29.087643770374044,58.906317626634696,42.420350338587234,211.2081390816498,338.46919009741146,-338.46919009741146
0.4490652717774888,-0.35053523612330495,-0.35599188546277594,100.0,46.01775586638571,25.582291409140993,56.858818074196435,52.46888983638471,208.20240949409248,365.6090790032466,-365.6090790032466
0.5377945655593628,-0.030689773222883687,0.18388242473755456,100.0,46.55555043194508,25.275393676912156,57.91642415378999,29.26184576551619,195.15532664218375,282.9408639387323,-282.9408639387323
-0.793409153966183,-0.019269530763869946,0.5963482822299704,100.0,45.7621412779789,25.082698369273455,61.346341775018644,31.59359554320739,185.69860803645153,280.4793946660737,-280.4793946660737
-0.004805368937701893,0.9320491960485835,-0.8422944041751808,100.0,45.757335909041196,34.40319032975929,56.501856588711604,27.50785165916138,172.74235727381384,255.26591225129798,-255.26591225129798
-0.07840710631890535,-0.6872290678949557,0.2495601307124271,100.0,45.67892880272229,27.530899650809733,57.93721024930384,48.922550121155275,158.72844208545325,305.49609244891906,-305.49609244891906
0.6776819928718871,-0.7457317932138987,-0.5901013615226183,100.0,46.35661079559418,20.073581718670745,54.54322200701536,40.949893778281705,148.7823786872284,271.6320600220735,-271.6320600220735
-0.48026744219898143,0.3468870349962774,0.560706034318353,100.0,45.8763433533952,23.54245206863352,57.768142015581965,34.781466038781204,135.9697360942842,240.3141342106278,-240.3141342106278
-0.42062329580109203,-0.3568061139978087,0.39570463164789493,100.0,45.45572005759411,19.97439092865543,60.04405079126536,32.41535062432363,122.4658423110511,219.71189418402201,-219.71189418402201
0.7126261444108595,0.22904300651482168,-0.19398454456487313,100.0,46.16834620200497,22.26482099380365,58.92834202262252,34.71260686240934,121.96086226828814,226.09868285551616,-226.09868285551616
-0.9194338503238664,-0.45167328810489127,0.6714811100494518,100.0,45.2489123516811,17.748088112754736,62.79038868278652,52.66468107403784,120.38079871275984,278.37484193487336,-278.37484193487336
0.4257482819936649,-0.40439013656076184,-0.5653901342863741,100.0,45.67466063367476,13.704186747147117,59.5385279124224,53.58091520509435,126.73223632927073,287.47498194455375,-287.47498194455375
0.8661439281723331,-0.3538943535380714,0.15837398677859538,100.0,46.5408045618471,10.165243211766404,60.44942133524719,49.21692958578999,124.66946077558421,272.3202495329542,-272.3202495329542
-0.3313653163542041,-0.48179003571286594,-0.6359394178802471,100.0,46.209439245492895,5.347342854637745,56.79179393794011,42.166585861422924,116.09804316591112,242.59780075017989,-242.59780075017989
-0.6512802895077039,0.04595087396356834,0.13977656681678607,100.0,45.55815895598519,5.806851594273429,57.59572366130077,67.65331084948916,110.33377849108945,313.2937110395569,-313.2937110395569
0.789503636192793,-0.42756076068734417,-0.15396672772744457,100.0,46.34766259217798,1.5312439873999875,56.71017874023461,85.7738182351435,110.55877354421196,367.8802282496424,-367.8802282496424
