delta_v,delta_g,delta_h,p,v,g,h,f,c,cost,reward
0.8990641944493283,-0.46549680978080277,-0.0054595982825236256,100.0,50.89906419444933,45.34503190219197,49.96859893301942,41.83038127454138,202.88718808816722,328.37833191179135,-328.37833191179135
0.9170349267609168,-0.9378415524119197,-0.2594371868836125,100.0,51.81609912121025,35.96661637807277,48.47643704472385,24.80862253420001,195.62600287974556,270.0518704823456,-270.0518704823456
0.30246927952385705,-0.12884511301338497,0.47670854726190304,100.0,52.118568400734105,34.67816524793892,51.2182426223802,40.77854606591985,195.25517715937679,317.5908153571363,-317.5908153571363
-0.5813850869169017,-0.5186354991933448,0.6696668879258878,100.0,51.5371833138172,29.491810256005472,55.06985472170809,28.325051695549167,195.981968653629,280.95712374027653,-280.95712374027653
0.019795670244338703,0.3534063214991898,0.6582464093987295,100.0,51.556978984061544,33.02587347099737,58.855781546657916,37.40823907986742,202.1525792829272,314.3772965225295,-314.3772965225295
0.9595578854618882,-0.8771396172995785,0.6704138694770851,100.0,52.516536869523435,24.254477298001582,62.711689936025586,28.752556181486508,202.38859569663742,288.64626424109696,-288.64626424109696
0.03612612202013077,-0.278731947885416,-0.9293466317895285,100.0,52.55266299154356,21.467157819147424,57.36652087360315,26.313974937546433,187.0407940759962,265.9827188886355,-265.9827188886355
0.14952243462164327,-0.5840787896948507,-0.3690979557813434,100.0,52.70218542616521,15.626369922198917,55.24364130772271,32.743347790312406,177.91471664612493,276.14476001706214,-276.14476001706214
0.7957663674301221,-0.7028095015008391,-0.28835054109611713,100.0,53.49795179359533,8.598274907190525,53.58518326991622,43.3097060228262,160.8496846414096,290.77880270988817,-290.77880270988817
0.5066490635718222,-0.43897733851210163,0.9516712089013446,100.0,54.00460085716715,4.2085015220695094,59.05875290412528,44.96253755979793,154.09408013322323,288.981692812617,-288.981692812617
-0.024826768999645976,0.08440045974236776,-0.8763079233283113,100.0,53.9797740881675,5.052506119493187,54.01863779453402,55.465332793522755,147.4408944175924,313.83689279816065,-313.83689279816065
-0.27687326841252813,-0.8105525524697439,-0.026207990005097992,100.0,53.70290081975497,0.0,53.86790164015234,43.503825293384295,149.59794121040252,280.10941709055544,-280.10941709055544
-0.11306022502442592,-0.9389050998445165,-0.21411832061554903,100.0,53.589840594730546,0.0,52.63639276724852,46.22502768687394,142.54080841229046,281.2158914729123,-281.2158914729123
0.5731922675245777,-0.29985721308071955,0.46925278234651935,100.0,54.16303286225512,0.0,55.335316256995796,41.31500553033555,131.19015492673392,255.13517151774056,-255.13517151774056
-0.012155646111406071,-0.9304029231735733,0.004949450309837289,100.0,54.15087721614371,0.0,55.36378319039523,31.373012856259916,120.17618558611022,214.29522415488998,-214.29522415488998
0.715758976267941,0.9446887825585406,0.6708604886204406,100.0,54.866636192411654,9.446887825585407,59.222260325100855,41.62700970701901,110.19110722029951,235.07213634135655,-235.07213634135655
-0.9371725879958859,0.20914605738907532,0.344735969812771,100.0,53.929463604415766,11.53834839947616,61.20502109219936,47.569638775997994,103.78007522482532,246.4889915528193,-246.4889915528193
